ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FL_COUNT,ORIGIN_INDEX,DEST_INDEX,OUTDEGREE
10397,11481,185,373,1421,157
10397,11540,82,373,1477,157
10397,11612,44,373,1546,157
10397,11617,50,373,1551,157
10397,11618,548,373,1552,157
10397,11624,125,373,1558,157
10397,11641,115,373,1575,157
10397,11648,3,373,1582,157
10397,11697,714,373,1630,157
10397,11721,88,373,1654,157
10397,11775,26,373,1702,157
10397,11778,60,373,1705,157
10397,11823,120,373,1747,157
10397,11953,109,373,1876,157
10397,11973,119,373,1896,157
10397,11977,48,373,1900,157
10397,11982,48,373,1905,157
10397,11986,150,373,1909,157
10397,11995,235,373,1918,157
10397,11996,317,373,1919,157
10397,12007,89,373,1929,157
10397,12173,31,373,2090,157
10397,12191,366,373,2106,157
10397,12197,190,373,2112,157
10397,12217,222,373,2130,157
10397,12264,288,373,2175,157
10397,12266,286,373,2177,157
10397,12278,90,373,2189,157
10397,12323,60,373,2232,157
10397,12339,360,373,2248,157
10397,12441,13,373,2346,157
10397,12448,217,373,2353,157
10397,12451,483,373,2356,157
10397,12478,216,373,2381,157
10397,12889,406,373,2762,157
10397,12892,586,373,2765,157
10397,12945,180,373,2817,157
10397,12951,103,373,2822,157
10397,12953,715,373,2824,157
10397,12992,193,373,2863,157
10397,13029,22,373,2898,157
10397,13198,348,373,3064,157
10397,13204,755,373,3070,157
10397,13230,89,373,3096,157
10397,13232,413,373,3098,157
10397,13244,299,373,3110,157
10397,13277,70,373,3143,157
10397,13296,31,373,3161,157
10397,13303,474,373,3167,157
10397,13342,307,373,3206,157
10397,13360,134,373,3223,157
10397,13367,85,373,3230,157
10397,13377,67,373,3240,157
10397,13422,165,373,3284,157
10397,13485,107,373,3345,157
10397,13486,3,373,3346,157
10397,13487,425,373,3347,157
10397,13495,468,373,3354,157
10397,13577,124,373,3432,157
10397,13795,63,373,3643,157
10397,13796,49,373,3644,157
10397,13851,176,373,3696,157
10397,13871,146,373,3716,157
10397,13930,621,373,3770,157
10397,13931,266,373,3771,157
10397,14027,377,373,3864,157
10397,14057,169,373,3892,157
10397,14098,92,373,3932,157
10397,14100,580,373,3934,157
10397,14107,302,373,3941,157
10397,14108,27,373,3942,157
10397,14122,310,373,3956,157
10397,14193,227,373,4025,157
10397,14307,92,373,4138,157
10397,14321,93,373,4152,157
10397,14457,3,373,4242,157
10397,14492,440,373,4276,157
10397,14524,344,373,4307,157
10397,14574,92,373,4357,157
10397,14576,92,373,4359,157
10397,14633,58,373,4415,157
10397,14635,315,373,4417,157
10397,14679,228,373,4459,157
10397,14683,305,373,4463,157
10397,14685,319,373,4465,157
10397,14696,120,373,4476,157
10397,14730,238,373,4509,157
10397,14747,339,373,4525,157
10397,14771,311,373,4549,157
10397,14783,119,373,4561,157
10397,14814,108,373,4591,157
10397,14831,81,373,4608,157
10397,14843,125,373,4620,157
10397,14869,272,373,4646,157
10397,14893,82,373,4670,157
10397,14908,92,373,4685,157
10397,14986,179,373,4760,157
10397,15016,364,373,4790,157
10397,15024,60,373,4798,157
10397,15027,6,373,4800,157
10397,15096,92,373,4867,157
10397,15249,188,373,5016,157
10397,15304,635,373,5069,157
10397,15323,147,373,5087,157
10397,15356,31,373,5118,157
10397,15370,140,373,5131,157
10397,15376,58,373,5137,157
10397,15380,4,373,5141,157
10397,15412,156,373,5171,157
10397,15607,72,373,5359,157
10397,15624,196,373,5375,157
10397,15919,137,373,5630,157
10408,10397,48,384,373,4
10408,11433,90,384,1375,4
10408,13487,103,384,3347,4
10408,13930,87,384,3770,4
10423,10140,4,399,124,43
10423,10397,332,399,373,43
10423,10693,60,399,665,43
10423,10721,62,399,693,43
10423,10821,62,399,792,43
10423,11057,121,399,1019,43
10423,11259,298,399,1214,43
10423,11278,31,399,1231,43
10423,11292,269,399,1245,43
10423,11298,338,399,1250,43
10423,11433,85,399,1375,43
10423,11481,2,399,1421,43
10423,11540,83,399,1477,43
10423,11618,143,399,1552,43
10423,11697,93,399,1630,43
10423,12191,159,399,2106,43
10423,12206,31,399,2120,43
10423,12264,46,399,2175,43
10423,12266,186,399,2177,43
10423,12478,177,399,2381,43
10423,12889,124,399,2762,43
10423,12892,300,399,2765,43
10423,12896,31,399,2769,43
10423,12954,62,399,2825,43
10423,13198,31,399,3064,43
10423,13204,89,399,3070,43
10423,13232,89,399,3098,43
10423,13487,81,399,3347,43
10423,13495,58,399,3354,43
10423,13796,31,399,3644,43
10423,13930,252,399,3770,43
10423,14057,43,399,3892,43
10423,14100,79,399,3934,43
10423,14107,194,399,3941,43
10423,14193,2,399,4025,43
10423,14492,13,399,4276,43
10423,14679,77,399,4459,43
10423,14747,123,399,4525,43
10423,14771,213,399,4549,43
10423,14831,62,399,4608,43
10423,14869,58,399,4646,43
10423,15016,56,399,4790,43
10423,15304,32,399,5069,43
10431,10397,196,406,373,4
10431,11618,31,406,1552,4
10431,12953,3,406,2824,4
10431,13930,124,406,3770,4
10434,10397,31,409,373,4
10434,11433,76,409,1375,4
10434,11618,2,409,1552,4
10434,13930,60,409,3770,4
10469,11433,76,444,1375,3
10469,13487,6,444,3347,3
10469,13930,146,444,3770,3
10529,10397,201,503,373,25
10529,10821,217,503,792,25
10529,11042,5,503,1004,25
10529,11057,170,503,1019,25
10529,11278,62,503,1231,25
10529,11292,77,503,1245,25
10529,11298,61,503,1250,25
10529,11433,126,503,1375,25
10529,11618,42,503,1552,25
10529,11697,124,503,1630,25
10529,12264,17,503,2175,25
10529,12889,31,503,2762,25
10529,12892,29,503,2765,25
10529,13204,184,503,3070,25
10529,13232,93,503,3098,25
10529,13303,32,503,3167,25
10529,13487,105,503,3347,25
10529,13577,31,503,3432,25
10529,13930,154,503,3770,25
10529,14027,31,503,3864,25
10529,14100,31,503,3934,25
10529,14492,21,503,4276,25
10529,14771,31,503,4549,25
10529,14843,60,503,4620,25
10529,15304,76,503,5069,25
10551,10299,85,524,278,1
10561,11292,58,534,1245,3
10561,14107,90,534,3941,3
10561,14771,62,534,4549,3
10577,11433,89,550,1375,1
10581,11618,62,554,1552,3
10581,12478,22,554,2381,3
10581,13930,62,554,3770,3
10590,14107,31,563,3941,1
10599,10397,307,572,373,13
10599,10821,31,572,792,13
10599,11259,58,572,1214,13
10599,11292,32,572,1245,13
10599,11298,27,572,1250,13
10599,12191,58,572,2106,13
10599,12266,146,572,2177,13
10599,12889,31,572,2762,13
10599,12953,41,572,2824,13
10599,13204,60,572,3070,13
10599,13232,60,572,3098,13
10599,13930,126,572,3770,13
10599,15304,58,572,5069,13
10620,11292,124,593,1245,4
10620,13487,86,593,3347,4
10620,13930,15,593,3770,4
10620,14869,118,593,4646,4
10627,11292,91,600,1245,4
10627,12889,9,600,2762,4
10627,13487,127,600,3347,4
10627,13930,31,600,3770,4
10631,13487,62,604,3347,1
10685,10397,82,657,373,3
10685,13487,30,657,3347,3
10685,13930,89,657,3770,3
10693,10397,297,665,373,43
10693,10423,60,665,399,43
10693,10721,151,665,693,43
10693,10821,176,665,792,43
10693,10994,35,665,958,43
10693,11042,89,665,1004,43
10693,11057,161,665,1019,43
10693,11066,60,665,1028,43
10693,11193,27,665,1153,43
10693,11259,120,665,1214,43
10693,11278,93,665,1231,43
10693,11292,240,665,1245,43
10693,11298,242,665,1250,43
10693,11433,224,665,1375,43
10693,11481,62,665,1421,43
10693,11618,79,665,1552,43
10693,11697,126,665,1630,43
10693,12191,120,665,2106,43
10693,12266,133,665,2177,43
10693,12451,87,665,2356,43
10693,12889,118,665,2762,43
10693,12892,207,665,2765,43
10693,12953,118,665,2824,43
10693,13198,118,665,3064,43
10693,13204,135,665,3070,43
10693,13232,209,665,3098,43
10693,13303,9,665,3167,43
10693,13487,147,665,3347,43
10693,13495,91,665,3354,43
10693,13796,31,665,3644,43
10693,13930,259,665,3770,43
10693,14100,76,665,3934,43
10693,14107,89,665,3941,43
10693,14122,31,665,3956,43
10693,14193,62,665,4025,43
10693,14492,142,665,4276,43
10693,14679,43,665,4459,43
10693,14683,72,665,4463,43
10693,14747,91,665,4525,43
10693,14771,48,665,4549,43
10693,14869,31,665,4646,43
10693,15016,83,665,4790,43
10693,15304,120,665,5069,43
10713,11292,190,685,1245,17
10713,11298,31,685,1250,17
10713,11884,54,685,1808,17
10713,12889,62,685,2762,17
10713,12892,62,685,2765,17
10713,13232,33,685,3098,17
10713,13487,89,685,3347,17
10713,13796,61,685,3644,17
10713,13930,93,685,3770,17
10713,14057,57,685,3892,17
10713,14107,93,685,3941,17
10713,14679,62,685,4459,17
10713,14747,217,685,4525,17
10713,14771,124,685,4549,17
10713,14831,4,685,4608,17
10713,14869,173,685,4646,17
10713,14893,31,685,4670,17
10721,10154,48,693,138,59
10721,10158,31,693,142,59
10721,10397,608,693,373,59
10721,10423,62,693,399,59
10721,10693,151,693,665,59
10721,10792,147,693,764,59
10721,10821,528,693,792,59
10721,10994,62,693,958,59
10721,11042,208,693,1004,59
10721,11057,333,693,1019,59
10721,11066,58,693,1028,59
10721,11193,51,693,1153,59
10721,11259,31,693,1214,59
10721,11278,762,693,1231,59
10721,11292,277,693,1245,59
10721,11298,318,693,1250,59
10721,11433,348,693,1375,59
10721,11618,429,693,1552,59
10721,11697,232,693,1630,59
10721,12191,76,693,2106,59
10721,12264,213,693,2175,59
10721,12266,147,693,2177,59
10721,12339,56,693,2248,59
10721,12451,62,693,2356,59
10721,12478,362,693,2381,59
10721,12889,120,693,2762,59
10721,12892,482,693,2765,59
10721,12953,489,693,2824,59
10721,12954,31,693,2825,59
10721,13198,60,693,3064,59
10721,13204,358,693,3070,59
10721,13232,169,693,3098,59
10721,13303,207,693,3167,59
10721,13342,58,693,3206,59
10721,13487,209,693,3347,59
10721,13495,31,693,3354,59
10721,13541,31,693,3397,59
10721,13577,31,693,3432,59
10721,13796,31,693,3644,59
10721,13930,704,693,3770,59
10721,14027,93,693,3864,59
10721,14057,90,693,3892,59
10721,14100,470,693,3934,59
10721,14107,152,693,3941,59
10721,14122,151,693,3956,59
10721,14492,155,693,4276,59
10721,14524,140,693,4307,59
10721,14635,70,693,4417,59
10721,14679,92,693,4459,59
10721,14685,31,693,4465,59
10721,14747,243,693,4525,59
10721,14771,509,693,4549,59
10721,14831,31,693,4608,59
10721,14843,97,693,4620,59
10721,14869,111,693,4646,59
10721,14893,19,693,4670,59
10721,15016,99,693,4790,59
10721,15024,8,693,4798,59
10721,15304,155,693,5069,59
10731,10397,74,703,373,1
10732,11618,31,704,1552,4
10732,11697,43,704,1630,4
10732,12478,60,704,2381,4
10732,13204,46,704,3070,4
10739,13487,58,711,3347,1
10747,12266,81,719,2177,1
10754,10299,48,726,278,2
10754,11630,31,726,1564,2
10779,14869,58,751,4646,1
10781,10397,233,753,373,4
10781,11057,62,753,1019,4
10781,11298,183,753,1250,4
10781,12266,113,753,2177,4
10785,10397,45,757,373,4
10785,11618,76,757,1552,4
10785,12478,93,757,2381,4
10785,13930,81,757,3770,4
10792,10397,148,764,373,17
10792,10721,147,764,693,17
10792,10821,174,764,792,17
10792,11057,90,764,1019,17
10792,11433,53,764,1375,17
10792,11618,95,764,1552,17
10792,11697,62,764,1630,17
10792,12478,213,764,2381,17
10792,12889,62,764,2762,17
10792,12892,31,764,2765,17
10792,12953,26,764,2824,17
10792,13204,120,764,3070,17
10792,13232,105,764,3098,17
10792,13487,56,764,3347,17
10792,13930,185,764,3770,17
10792,14107,31,764,3941,17
10792,15304,31,764,5069,17
10800,11259,31,772,1214,12
10800,11292,132,772,1245,12
10800,12478,31,772,2381,12
10800,12889,296,772,2762,12
10800,13796,350,772,3644,12
10800,14057,114,772,3892,12
10800,14107,172,772,3941,12
10800,14747,93,772,4525,12
10800,14771,310,772,4549,12
10800,14831,338,772,4608,12
10800,14869,174,772,4646,12
10800,14893,224,772,4670,12
10821,10140,64,792,124,63
10821,10257,178,792,237,63
10821,10397,575,792,373,63
10821,10423,62,792,399,63
10821,10529,216,792,503,63
10821,10599,31,792,572,63
10821,10693,188,792,665,63
10821,10721,528,792,693,63
10821,10792,174,792,764,63
10821,10994,103,792,958,63
10821,11042,101,792,1004,63
10821,11057,307,792,1019,63
10821,11066,116,792,1028,63
10821,11193,103,792,1153,63
10821,11259,124,792,1214,63
10821,11292,234,792,1245,63
10821,11298,154,792,1250,63
10821,11433,297,792,1375,63
10821,11481,16,792,1421,63
10821,11618,2,792,1552,63
10821,11697,415,792,1630,63
10821,11986,31,792,1909,63
10821,12191,105,792,2106,63
10821,12266,77,792,2177,63
10821,12339,89,792,2248,63
10821,12391,147,792,2299,63
10821,12451,105,792,2356,63
10821,12889,177,792,2762,63
10821,12892,180,792,2765,63
10821,13198,93,792,3064,63
10821,13204,360,792,3070,63
10821,13232,213,792,3098,63
10821,13244,43,792,3110,63
10821,13296,245,792,3161,63
10821,13303,93,792,3167,63
10821,13342,87,792,3206,63
10821,13487,206,792,3347,63
10821,13495,123,792,3354,63
10821,13577,31,792,3432,63
10821,13796,74,792,3644,63
10821,13851,31,792,3696,63
10821,13930,213,792,3770,63
10821,13931,149,792,3771,63
10821,14027,60,792,3864,63
10821,14057,45,792,3892,63
10821,14107,155,792,3941,63
10821,14122,87,792,3956,63
10821,14307,266,792,4138,63
10821,14321,120,792,4152,63
10821,14492,192,792,4276,63
10821,14576,93,792,4359,63
10821,14635,93,792,4417,63
10821,14679,155,792,4459,63
10821,14683,74,792,4463,63
10821,14730,120,792,4509,63
10821,14747,106,792,4525,63
10821,14771,48,792,4549,63
10821,14831,31,792,4608,63
10821,14843,49,792,4620,63
10821,14869,94,792,4646,63
10821,14893,31,792,4670,63
10821,15016,124,792,4790,63
10821,15304,254,792,5069,63
10849,10397,10,819,373,12
10849,11292,134,819,1245,12
10849,11298,31,819,1250,12
10849,11618,10,819,1552,12
10849,12892,34,819,2765,12
10849,12953,4,819,2824,12
10849,13487,93,819,3347,12
10849,13930,86,819,3770,12
10849,14057,52,819,3892,12
10849,14747,4,819,4525,12
10849,14771,39,819,4549,12
10849,14869,119,819,4646,12
10868,10397,232,836,373,4
10868,12266,27,836,2177,4
10868,12953,27,836,2824,4
10868,13930,58,836,3770,4
10874,10397,104,842,373,8
10874,11433,58,842,1375,8
10874,11618,62,842,1552,8
10874,11697,8,842,1630,8
10874,12889,31,842,2762,8
10874,13204,31,842,3070,8
10874,13577,31,842,3432,8
10874,13930,128,842,3770,8
10918,14869,54,884,4646,1
10926,10299,31,892,278,2
10926,15991,31,892,5685,2
10980,10397,165,945,373,4
10980,11433,1,945,1375,4
10980,11618,58,945,1552,4
10980,13930,92,945,3770,4
10990,10397,53,954,373,3
10990,12953,11,954,2824,3
10990,13930,93,954,3770,3
10994,10397,322,958,373,20
10994,10693,35,958,665,20
10994,10721,62,958,693,20
10994,10821,103,958,792,20
10994,11042,2,958,1004,20
10994,11057,43,958,1019,20
10994,11259,8,958,1214,20
10994,11278,93,958,1231,20
10994,11292,18,958,1245,20
10994,11298,62,958,1250,20
10994,11618,128,958,1552,20
10994,11697,31,958,1630,20
10994,12191,31,958,2106,20
10994,12264,18,958,2175,20
10994,12266,57,958,2177,20
10994,12478,117,958,2381,20
10994,13232,62,958,3098,20
10994,13930,43,958,3770,20
10994,14747,17,958,4525,20
10994,15016,18,958,4790,20
11003,10397,77,967,373,6
11003,11292,76,967,1245,6
11003,11433,106,967,1375,6
11003,12889,8,967,2762,6
11003,13487,89,967,3347,6
11003,13930,213,967,3770,6
11013,11433,58,976,1375,1
11042,10397,335,1004,373,36
11042,10529,5,1004,503,36
11042,10693,89,1004,665,36
11042,10721,204,1004,693,36
11042,10821,100,1004,792,36
11042,10994,2,1004,958,36
11042,11057,91,1004,1019,36
11042,11278,139,1004,1231,36
11042,11292,164,1004,1245,36
11042,11298,147,1004,1250,36
11042,11433,86,1004,1375,36
11042,11618,148,1004,1552,36
11042,11697,62,1004,1630,36
11042,12264,2,1004,2175,36
11042,12266,122,1004,2177,36
11042,12889,97,1004,2762,36
11042,12892,109,1004,2765,36
11042,12953,277,1004,2824,36
11042,13204,118,1004,3070,36
11042,13232,178,1004,3098,36
11042,13342,50,1004,3206,36
11042,13487,118,1004,3347,36
11042,13495,31,1004,3354,36
11042,13577,31,1004,3432,36
11042,13930,263,1004,3770,36
11042,14057,14,1004,3892,36
11042,14100,19,1004,3934,36
11042,14107,47,1004,3941,36
11042,14492,40,1004,4276,36
11042,14635,45,1004,4417,36
11042,14679,17,1004,4459,36
11042,14747,17,1004,4525,36
11042,14771,78,1004,4549,36
11042,14843,2,1004,4620,36
11042,15016,58,1004,4790,36
11042,15304,31,1004,5069,36
11049,11298,40,1011,1250,2
11049,12266,58,1011,2177,2
11057,10257,90,1019,237,68
11057,10397,478,1019,373,68
11057,10423,121,1019,399,68
11057,10529,170,1019,503,68
11057,10693,161,1019,665,68
11057,10721,333,1019,693,68
11057,10781,62,1019,753,68
11057,10792,90,1019,764,68
11057,10821,307,1019,792,68
11057,10994,44,1019,958,68
11057,11042,92,1019,1004,68
11057,11193,17,1019,1153,68
11057,11259,31,1019,1214,68
11057,11278,254,1019,1231,68
11057,11292,270,1019,1245,68
11057,11298,337,1019,1250,68
11057,11433,248,1019,1375,68
11057,11618,298,1019,1552,68
11057,11697,212,1019,1630,68
11057,11995,10,1019,1918,68
11057,12191,41,1019,2106,68
11057,12264,9,1019,2175,68
11057,12266,213,1019,2177,68
11057,12323,78,1019,2232,68
11057,12339,69,1019,2248,68
11057,12451,149,1019,2356,68
11057,12478,228,1019,2381,68
11057,12889,149,1019,2762,68
11057,12892,186,1019,2765,68
11057,12953,405,1019,2824,68
11057,13198,120,1019,3064,68
11057,13204,292,1019,3070,68
11057,13230,38,1019,3096,68
11057,13232,62,1019,3098,68
11057,13244,114,1019,3110,68
11057,13303,247,1019,3167,68
11057,13487,236,1019,3347,68
11057,13495,179,1019,3354,68
11057,13577,41,1019,3432,68
11057,13930,373,1019,3770,68
11057,13931,76,1019,3771,68
11057,14027,124,1019,3864,68
11057,14057,60,1019,3892,68
11057,14100,299,1019,3934,68
11057,14107,270,1019,3941,68
11057,14122,183,1019,3956,68
11057,14307,130,1019,4138,68
11057,14321,62,1019,4152,68
11057,14492,245,1019,4276,68
11057,14524,164,1019,4307,68
11057,14576,59,1019,4359,68
11057,14635,124,1019,4417,68
11057,14679,91,1019,4459,68
11057,14683,96,1019,4463,68
11057,14685,25,1019,4465,68
11057,14747,111,1019,4525,68
11057,14771,174,1019,4549,68
11057,14831,26,1019,4608,68
11057,14843,63,1019,4620,68
11057,14869,62,1019,4646,68
11057,14893,61,1019,4670,68
11057,15016,117,1019,4790,68
11057,15024,30,1019,4798,68
11057,15027,3,1019,4800,68
11057,15096,56,1019,4867,68
11057,15304,271,1019,5069,68
11057,15356,14,1019,5118,68
11057,15412,31,1019,5171,68
11066,10397,341,1028,373,26
11066,10693,60,1028,665,26
11066,10721,58,1028,693,26
11066,10821,116,1028,792,26
11066,11259,31,1028,1214,26
11066,11278,58,1028,1231,26
11066,11292,141,1028,1245,26
11066,11298,150,1028,1250,26
11066,11433,67,1028,1375,26
11066,11618,123,1028,1552,26
11066,11697,16,1028,1630,26
11066,12266,39,1028,2177,26
11066,12889,93,1028,2762,26
11066,12892,58,1028,2765,26
11066,12953,7,1028,2824,26
11066,13204,115,1028,3070,26
11066,13232,199,1028,3098,26
11066,13487,88,1028,3347,26
11066,13495,4,1028,3354,26
11066,13796,31,1028,3644,26
11066,13930,105,1028,3770,26
11066,14100,6,1028,3934,26
11066,14107,90,1028,3941,26
11066,14635,35,1028,4417,26
11066,15016,58,1028,4790,26
11066,15304,51,1028,5069,26
11076,13930,62,1038,3770,1
11097,11292,2,1059,1245,3
11097,13930,2,1059,3770,3
11097,14869,109,1059,4646,3
11109,10397,31,1071,373,13
11109,11292,246,1071,1245,13
11109,11298,124,1071,1250,13
11109,12264,31,1071,2175,13
11109,12266,40,1071,2177,13
11109,12889,26,1071,2762,13
11109,12892,80,1071,2765,13
11109,13204,31,1071,3070,13
11109,13930,186,1071,3770,13
11109,14107,31,1071,3941,13
11109,14679,31,1071,4459,13
11109,14771,14,1071,4549,13
11109,14869,58,1071,4646,13
11111,11292,30,1073,1245,2
11111,13930,65,1073,3770,2
11122,14869,66,1084,4646,1
11140,12191,116,1101,2106,2
11140,12266,91,1101,2177,2
11146,10397,45,1107,373,4
11146,12266,27,1107,2177,4
11146,13577,9,1107,3432,4
11146,13930,62,1107,3770,4
11150,10397,97,1111,373,1
11193,10397,247,1153,373,35
11193,10529,10,1153,503,35
11193,10693,27,1153,665,35
11193,10721,55,1153,693,35
11193,10821,103,1153,792,35
11193,11057,17,1153,1019,35
11193,11278,16,1153,1231,35
11193,11292,101,1153,1245,35
11193,11298,116,1153,1250,35
11193,11433,65,1153,1375,35
11193,11618,38,1153,1552,35
11193,11697,47,1153,1630,35
11193,12266,68,1153,2177,35
11193,12478,1,1153,2381,35
11193,12889,62,1153,2762,35
11193,12892,79,1153,2765,35
11193,12953,73,1153,2824,35
11193,13198,41,1153,3064,35
11193,13204,83,1153,3070,35
11193,13232,148,1153,3098,35
11193,13244,9,1153,3110,35
11193,13342,27,1153,3206,35
11193,13487,67,1153,3347,35
11193,13930,164,1153,3770,35
11193,14100,7,1153,3934,35
11193,14107,31,1153,3941,35
11193,14492,11,1153,4276,35
11193,14635,17,1153,4417,35
11193,14679,14,1153,4459,35
11193,14747,32,1153,4525,35
11193,14771,93,1153,4549,35
11193,14869,61,1153,4646,35
11193,15016,10,1153,4790,35
11193,15304,27,1153,5069,35
11193,15919,26,1153,5630,35
11203,13930,114,1163,3770,1
11252,10397,147,1207,373,2
11252,12478,31,1207,2381,2
11259,10140,143,1214,124,55
11259,10279,120,1214,259,55
11259,10397,298,1214,373,55
11259,10423,298,1214,399,55
11259,10599,58,1214,572,55
11259,10693,120,1214,665,55
11259,10721,31,1214,693,55
11259,10800,31,1214,772,55
11259,10821,124,1214,792,55
11259,10994,8,1214,958,55
11259,11057,31,1214,1019,55
11259,11066,31,1214,1028,55
11259,11278,178,1214,1231,55
11259,11292,209,1214,1245,55
11259,11433,31,1214,1375,55
11259,11481,39,1214,1421,55
11259,11540,120,1214,1477,55
11259,11697,62,1214,1630,55
11259,12191,588,1214,2106,55
11259,12339,37,1214,2248,55
11259,12451,4,1214,2356,55
11259,12889,182,1214,2762,55
11259,12892,211,1214,2765,55
11259,12896,147,1214,2769,55
11259,12953,200,1214,2824,55
11259,12992,89,1214,2863,55
11259,13158,143,1214,3025,55
11259,13198,205,1214,3064,55
11259,13204,100,1214,3070,55
11259,13232,213,1214,3098,55
11259,13244,62,1214,3110,55
11259,13342,31,1214,3206,55
11259,13495,207,1214,3354,55
11259,13796,58,1214,3644,55
11259,13851,112,1214,3696,55
11259,13871,31,1214,3716,55
11259,13891,31,1214,3735,55
11259,14057,35,1214,3892,55
11259,14100,31,1214,3934,55
11259,14107,178,1214,3941,55
11259,14122,31,1214,3956,55
11259,14193,8,1214,4025,55
11259,14492,31,1214,4276,55
11259,14570,6,1214,4353,55
11259,14679,93,1214,4459,55
11259,14683,296,1214,4463,55
11259,14747,40,1214,4525,55
11259,14771,143,1214,4549,55
11259,14831,31,1214,4608,55
11259,14869,31,1214,4646,55
11259,14893,31,1214,4670,55
11259,14908,27,1214,4685,55
11259,15016,178,1214,4790,55
11259,15304,64,1214,5069,55
11259,15370,120,1214,5131,55
11267,10397,117,1222,373,7
11267,11292,27,1222,1245,7
