FL_DATE,UNIQUE_CARRIER,FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_CITY_MARKET_ID,DEST_AIRPORT_ID,DEST_CITY_MARKET_ID
2017-08-04,DL,1133,10397,30397,12892,32575
2017-08-04,DL,1172,10397,30397,12892,32575
2017-08-04,DL,1218,10397,30397,12892,32575
2017-08-04,DL,1255,10397,30397,12892,32575
2017-08-04,DL,1427,10397,30397,12892,32575
2017-08-04,DL,1682,10397,30397,12892,32575
2017-08-04,DL,1720,10397,30397,12892,32575
2017-08-04,DL,1755,10397,30397,12892,32575
2017-08-04,DL,2255,10397,30397,12892,32575
2017-08-04,NK,404,10397,30397,12892,32575
2017-08-04,AA,2437,10397,30397,12892,32575
2017-08-04,AA,2515,10397,30397,12892,32575
2017-08-04,WN,244,10397,30397,12892,32575
2017-08-04,WN,2034,10397,30397,12892,32575
2017-08-04,WN,3547,10397,30397,12892,32575
2017-08-04,AA,1249,10397,30397,12892,32575
2017-08-04,F9,1479,10397,30397,12892,32575
2017-08-05,F9,1479,10397,30397,12892,32575
2017-08-05,AA,2437,10397,30397,12892,32575
2017-08-05,WN,794,10397,30397,12892,32575
2017-08-05,WN,2368,10397,30397,12892,32575
2017-08-05,AA,1249,10397,30397,12892,32575
2017-08-05,DL,110,10397,30397,12892,32575
2017-08-05,DL,370,10397,30397,12892,32575
2017-08-05,DL,1125,10397,30397,12892,32575
2017-08-05,DL,1133,10397,30397,12892,32575
2017-08-05,DL,1172,10397,30397,12892,32575
2017-08-05,DL,1218,10397,30397,12892,32575
2017-08-05,DL,1255,10397,30397,12892,32575
2017-08-05,DL,1427,10397,30397,12892,32575
2017-08-05,DL,1682,10397,30397,12892,32575
2017-08-05,DL,1755,10397,30397,12892,32575
2017-08-05,DL,2255,10397,30397,12892,32575
2017-08-05,NK,404,10397,30397,12892,32575
2017-08-06,DL,2255,10397,30397,12892,32575
2017-08-06,DL,110,10397,30397,12892,32575
2017-08-06,DL,370,10397,30397,12892,32575
2017-08-06,DL,1125,10397,30397,12892,32575
2017-08-06,DL,1128,10397,30397,12892,32575
2017-08-06,DL,1133,10397,30397,12892,32575
2017-08-06,DL,1172,10397,30397,12892,32575
2017-08-06,DL,1218,10397,30397,12892,32575
2017-08-06,DL,1427,10397,30397,12892,32575
2017-08-06,DL,1682,10397,30397,12892,32575
2017-08-06,DL,1720,10397,30397,12892,32575
2017-08-06,DL,1755,10397,30397,12892,32575
2017-08-06,NK,404,10397,30397,12892,32575
2017-08-06,AA,2437,10397,30397,12892,32575
2017-08-06,WN,1445,10397,30397,12892,32575
2017-08-06,WN,2507,10397,30397,12892,32575
2017-08-06,WN,5117,10397,30397,12892,32575
2017-08-06,AA,1249,10397,30397,12892,32575
2017-08-07,F9,1479,10397,30397,12892,32575
2017-08-07,DL,110,10397,30397,12892,32575
2017-08-07,DL,370,10397,30397,12892,32575
2017-08-07,DL,1125,10397,30397,12892,32575
2017-08-07,DL,1128,10397,30397,12892,32575
2017-08-07,DL,1133,10397,30397,12892,32575
2017-08-07,DL,1172,10397,30397,12892,32575
2017-08-07,DL,1218,10397,30397,12892,32575
2017-08-07,DL,1255,10397,30397,12892,32575
2017-08-07,DL,1427,10397,30397,12892,32575
2017-08-07,DL,1682,10397,30397,12892,32575
2017-08-07,DL,1720,10397,30397,12892,32575
2017-08-07,DL,1755,10397,30397,12892,32575
2017-08-07,DL,2255,10397,30397,12892,32575
2017-08-07,NK,404,10397,30397,12892,32575
2017-08-07,AA,2437,10397,30397,12892,32575
2017-08-07,AA,2515,10397,30397,12892,32575
2017-08-07,WN,244,10397,30397,12892,32575
2017-08-07,WN,2034,10397,30397,12892,32575
2017-08-07,WN,3547,10397,30397,12892,32575
2017-08-07,AA,1249,10397,30397,12892,32575
2017-08-08,DL,110,10397,30397,12892,32575
2017-08-08,DL,370,10397,30397,12892,32575
2017-08-08,DL,1125,10397,30397,12892,32575
2017-08-08,DL,1133,10397,30397,12892,32575
2017-08-08,DL,1172,10397,30397,12892,32575
2017-08-08,DL,1218,10397,30397,12892,32575
2017-08-08,DL,1255,10397,30397,12892,32575
2017-08-08,DL,1427,10397,30397,12892,32575
2017-08-08,DL,1682,10397,30397,12892,32575
2017-08-08,DL,1720,10397,30397,12892,32575
2017-08-08,DL,1755,10397,30397,12892,32575
2017-08-08,DL,2255,10397,30397,12892,32575
2017-08-08,NK,404,10397,30397,12892,32575
2017-08-08,AA,2437,10397,30397,12892,32575
2017-08-08,AA,2515,10397,30397,12892,32575
2017-08-08,WN,244,10397,30397,12892,32575
2017-08-08,WN,2034,10397,30397,12892,32575
2017-08-08,WN,3547,10397,30397,12892,32575
2017-08-08,AA,1249,10397,30397,12892,32575
2017-08-09,F9,1479,10397,30397,12892,32575
2017-08-09,AA,2437,10397,30397,12892,32575
2017-08-09,AA,2515,10397,30397,12892,32575
2017-08-09,WN,244,10397,30397,12892,32575
2017-08-09,WN,2034,10397,30397,12892,32575
2017-08-09,WN,3547,10397,30397,12892,32575
2017-08-09,AA,1249,10397,30397,12892,32575
2017-08-09,DL,110,10397,30397,12892,32575
2017-08-09,DL,370,10397,30397,12892,32575
2017-08-09,DL,1125,10397,30397,12892,32575
2017-08-09,DL,1133,10397,30397,12892,32575
2017-08-09,DL,1172,10397,30397,12892,32575
2017-08-09,DL,1218,10397,30397,12892,32575
2017-08-09,DL,1255,10397,30397,12892,32575
2017-08-09,DL,1427,10397,30397,12892,32575
2017-08-09,DL,1682,10397,30397,12892,32575
2017-08-09,DL,1720,10397,30397,12892,32575
2017-08-09,DL,1755,10397,30397,12892,32575
2017-08-09,DL,2255,10397,30397,12892,32575
2017-08-09,NK,404,10397,30397,12892,32575
2017-08-10,DL,110,10397,30397,12892,32575
2017-08-10,DL,370,10397,30397,12892,32575
2017-08-10,DL,1125,10397,30397,12892,32575
2017-08-10,DL,1128,10397,30397,12892,32575
2017-08-10,DL,1133,10397,30397,12892,32575
2017-08-10,DL,1172,10397,30397,12892,32575
2017-08-10,DL,1218,10397,30397,12892,32575
2017-08-10,DL,1255,10397,30397,12892,32575
2017-08-10,DL,1427,10397,30397,12892,32575
2017-08-10,DL,1682,10397,30397,12892,32575
2017-08-10,DL,1720,10397,30397,12892,32575
2017-08-10,DL,1755,10397,30397,12892,32575
2017-08-10,DL,2255,10397,30397,12892,32575
2017-08-10,NK,404,10397,30397,12892,32575
2017-08-10,AA,2437,10397,30397,12892,32575
2017-08-10,AA,2515,10397,30397,12892,32575
2017-08-10,WN,244,10397,30397,12892,32575
2017-08-10,WN,2034,10397,30397,12892,32575
2017-08-10,WN,3547,10397,30397,12892,32575
2017-08-10,AA,1249,10397,30397,12892,32575
2017-08-11,F9,1479,10397,30397,12892,32575
2017-08-11,DL,110,10397,30397,12892,32575
2017-08-11,DL,370,10397,30397,12892,32575
2017-08-11,DL,1125,10397,30397,12892,32575
2017-08-11,DL,1128,10397,30397,12892,32575
2017-08-11,DL,1133,10397,30397,12892,32575
2017-08-11,DL,1172,10397,30397,12892,32575
2017-08-11,DL,1218,10397,30397,12892,32575
2017-08-11,DL,1255,10397,30397,12892,32575
2017-08-11,DL,1427,10397,30397,12892,32575
2017-08-11,DL,1682,10397,30397,12892,32575
2017-08-11,DL,1720,10397,30397,12892,32575
2017-08-11,DL,1755,10397,30397,12892,32575
2017-08-11,DL,2255,10397,30397,12892,32575
2017-08-11,NK,404,10397,30397,12892,32575
2017-08-11,AA,2437,10397,30397,12892,32575
2017-08-11,AA,2515,10397,30397,12892,32575
2017-08-11,WN,244,10397,30397,12892,32575
2017-08-11,WN,2034,10397,30397,12892,32575
2017-08-11,WN,3547,10397,30397,12892,32575
2017-08-11,AA,1249,10397,30397,12892,32575
2017-08-12,DL,110,10397,30397,12892,32575
2017-08-12,DL,370,10397,30397,12892,32575
2017-08-12,DL,1125,10397,30397,12892,32575
2017-08-12,DL,1133,10397,30397,12892,32575
2017-08-12,DL,1172,10397,30397,12892,32575
2017-08-12,DL,1218,10397,30397,12892,32575
2017-08-12,DL,1255,10397,30397,12892,32575
2017-08-12,DL,1427,10397,30397,12892,32575
2017-08-12,DL,1682,10397,30397,12892,32575
2017-08-12,DL,1755,10397,30397,12892,32575
2017-08-12,DL,2255,10397,30397,12892,32575
2017-08-12,NK,404,10397,30397,12892,32575
2017-08-12,AA,2437,10397,30397,12892,32575
2017-08-12,WN,794,10397,30397,12892,32575
2017-08-12,WN,2368,10397,30397,12892,32575
2017-08-12,AA,1249,10397,30397,12892,32575
2017-08-12,F9,1479,10397,30397,12892,32575
2017-08-13,AA,2437,10397,30397,12892,32575
2017-08-13,WN,1445,10397,30397,12892,32575
2017-08-13,WN,2507,10397,30397,12892,32575
2017-08-13,WN,5117,10397,30397,12892,32575
2017-08-13,AA,1249,10397,30397,12892,32575
2017-08-13,DL,110,10397,30397,12892,32575
2017-08-13,DL,370,10397,30397,12892,32575
2017-08-13,DL,1125,10397,30397,12892,32575
2017-08-13,DL,1128,10397,30397,12892,32575
2017-08-13,DL,1133,10397,30397,12892,32575
2017-08-13,DL,1172,10397,30397,12892,32575
2017-08-13,DL,1218,10397,30397,12892,32575
2017-08-13,DL,1427,10397,30397,12892,32575
2017-08-13,DL,1682,10397,30397,12892,32575
2017-08-13,DL,1720,10397,30397,12892,32575
2017-08-13,DL,1755,10397,30397,12892,32575
2017-08-13,DL,2255,10397,30397,12892,32575
2017-08-13,NK,404,10397,30397,12892,32575
2017-08-14,DL,110,10397,30397,12892,32575
2017-08-14,DL,370,10397,30397,12892,32575
2017-08-14,DL,1125,10397,30397,12892,32575
2017-08-14,DL,1128,10397,30397,12892,32575
2017-08-14,DL,1133,10397,30397,12892,32575
2017-08-14,DL,1172,10397,30397,12892,32575
2017-08-14,DL,1218,10397,30397,12892,32575
2017-08-14,DL,1255,10397,30397,12892,32575
2017-08-14,DL,1427,10397,30397,12892,32575
2017-08-14,DL,1682,10397,30397,12892,32575
2017-08-14,DL,1720,10397,30397,12892,32575
2017-08-14,DL,1755,10397,30397,12892,32575
2017-08-14,DL,2255,10397,30397,12892,32575
2017-08-14,NK,404,10397,30397,12892,32575
2017-08-14,AA,2437,10397,30397,12892,32575
2017-08-14,AA,2515,10397,30397,12892,32575
2017-08-14,WN,244,10397,30397,12892,32575
2017-08-14,WN,2034,10397,30397,12892,32575
2017-08-14,WN,3547,10397,30397,12892,32575
2017-08-14,AA,1249,10397,30397,12892,32575
2017-08-15,F9,1479,10397,30397,12892,32575
2017-08-15,DL,370,10397,30397,12892,32575
2017-08-15,DL,1118,10397,30397,12892,32575
2017-08-15,DL,1128,10397,30397,12892,32575
2017-08-15,DL,1133,10397,30397,12892,32575
2017-08-15,DL,1172,10397,30397,12892,32575
2017-08-15,DL,1206,10397,30397,12892,32575
2017-08-15,DL,1218,10397,30397,12892,32575
2017-08-15,DL,1219,10397,30397,12892,32575
2017-08-15,DL,1225,10397,30397,12892,32575
2017-08-15,DL,1682,10397,30397,12892,32575
2017-08-15,DL,1755,10397,30397,12892,32575
2017-08-15,DL,2892,10397,30397,12892,32575
2017-08-15,NK,404,10397,30397,12892,32575
2017-08-15,AA,2437,10397,30397,12892,32575
2017-08-15,AA,2515,10397,30397,12892,32575
2017-08-15,WN,204,10397,30397,12892,32575
2017-08-15,WN,285,10397,30397,12892,32575
2017-08-15,WN,1663,10397,30397,12892,32575
2017-08-15,AA,1249,10397,30397,12892,32575
2017-08-16,DL,110,10397,30397,12892,32575
2017-08-16,DL,370,10397,30397,12892,32575
2017-08-16,DL,1128,10397,30397,12892,32575
2017-08-16,DL,1133,10397,30397,12892,32575
2017-08-16,DL,1172,10397,30397,12892,32575
2017-08-16,DL,1206,10397,30397,12892,32575
2017-08-16,DL,1218,10397,30397,12892,32575
2017-08-16,DL,1219,10397,30397,12892,32575
2017-08-16,DL,1225,10397,30397,12892,32575
2017-08-16,DL,1682,10397,30397,12892,32575
2017-08-16,DL,1755,10397,30397,12892,32575
2017-08-16,DL,2892,10397,30397,12892,32575
2017-08-16,NK,404,10397,30397,12892,32575
2017-08-16,AA,2437,10397,30397,12892,32575
2017-08-16,AA,2515,10397,30397,12892,32575
2017-08-16,WN,204,10397,30397,12892,32575
2017-08-16,WN,285,10397,30397,12892,32575
2017-08-16,WN,1663,10397,30397,12892,32575
2017-08-16,AA,1249,10397,30397,12892,32575
2017-08-17,F9,1479,10397,30397,12892,32575
2017-08-17,AA,2437,10397,30397,12892,32575
2017-08-17,AA,2515,10397,30397,12892,32575
2017-08-17,WN,204,10397,30397,12892,32575
2017-08-17,WN,285,10397,30397,12892,32575
2017-08-17,WN,1663,10397,30397,12892,32575
2017-08-17,AA,1249,10397,30397,12892,32575
2017-08-17,DL,2255,10397,30397,12892,32575
2017-08-17,DL,2892,10397,30397,12892,32575
2017-08-17,DL,110,10397,30397,12892,32575
2017-08-17,DL,370,10397,30397,12892,32575
2017-08-17,DL,1128,10397,30397,12892,32575
2017-08-17,DL,1133,10397,30397,12892,32575
2017-08-17,DL,1172,10397,30397,12892,32575
2017-08-17,DL,1206,10397,30397,12892,32575
2017-08-17,DL,1218,10397,30397,12892,32575
2017-08-17,DL,1219,10397,30397,12892,32575
2017-08-17,DL,1225,10397,30397,12892,32575
2017-08-17,DL,1682,10397,30397,12892,32575
2017-08-17,DL,1755,10397,30397,12892,32575
2017-08-17,NK,404,10397,30397,12892,32575
2017-08-18,DL,110,10397,30397,12892,32575
2017-08-18,DL,370,10397,30397,12892,32575
2017-08-18,DL,1128,10397,30397,12892,32575
2017-08-18,DL,1133,10397,30397,12892,32575
2017-08-18,DL,1172,10397,30397,12892,32575
2017-08-18,DL,1206,10397,30397,12892,32575
2017-08-18,DL,1218,10397,30397,12892,32575
2017-08-18,DL,1219,10397,30397,12892,32575
2017-08-18,DL,1225,10397,30397,12892,32575
2017-08-18,DL,1682,10397,30397,12892,32575
2017-08-18,DL,1755,10397,30397,12892,32575
2017-08-18,DL,2255,10397,30397,12892,32575
2017-08-18,DL,2892,10397,30397,12892,32575
2017-08-18,NK,404,10397,30397,12892,32575
2017-08-18,AA,2437,10397,30397,12892,32575
2017-08-18,AA,2515,10397,30397,12892,32575
2017-08-18,WN,204,10397,30397,12892,32575
2017-08-18,WN,285,10397,30397,12892,32575
2017-08-18,WN,1663,10397,30397,12892,32575
2017-08-18,AA,1249,10397,30397,12892,32575
2017-08-19,DL,110,10397,30397,12892,32575
2017-08-19,DL,370,10397,30397,12892,32575
2017-08-19,DL,1128,10397,30397,12892,32575
2017-08-19,DL,1133,10397,30397,12892,32575
2017-08-19,DL,1172,10397,30397,12892,32575
2017-08-19,DL,1206,10397,30397,12892,32575
2017-08-19,DL,1218,10397,30397,12892,32575
2017-08-19,DL,1219,10397,30397,12892,32575
2017-08-19,DL,1225,10397,30397,12892,32575
2017-08-19,DL,1682,10397,30397,12892,32575
2017-08-19,DL,1755,10397,30397,12892,32575
2017-08-19,NK,404,10397,30397,12892,32575
2017-08-19,AA,2437,10397,30397,12892,32575
2017-08-19,WN,4297,10397,30397,12892,32575
2017-08-19,WN,5950,10397,30397,12892,32575
2017-08-19,AA,1249,10397,30397,12892,32575
2017-08-20,DL,110,10397,30397,12892,32575
2017-08-20,DL,370,10397,30397,12892,32575
2017-08-20,DL,1128,10397,30397,12892,32575
2017-08-20,DL,1133,10397,30397,12892,32575
2017-08-20,DL,1172,10397,30397,12892,32575
2017-08-20,DL,1206,10397,30397,12892,32575
2017-08-20,DL,1218,10397,30397,12892,32575
2017-08-20,DL,1219,10397,30397,12892,32575
2017-08-20,DL,1682,10397,30397,12892,32575
2017-08-20,DL,1755,10397,30397,12892,32575
2017-08-20,DL,2255,10397,30397,12892,32575
2017-08-20,DL,2892,10397,30397,12892,32575
2017-08-20,NK,404,10397,30397,12892,32575
2017-08-20,AA,2437,10397,30397,12892,32575
2017-08-20,WN,3127,10397,30397,12892,32575
2017-08-20,WN,4647,10397,30397,12892,32575
2017-08-20,WN,4861,10397,30397,12892,32575
2017-08-20,AA,1249,10397,30397,12892,32575
2017-08-20,F9,1479,10397,30397,12892,32575
2017-08-21,AA,2437,10397,30397,12892,32575
2017-08-21,AA,2515,10397,30397,12892,32575
2017-08-21,WN,204,10397,30397,12892,32575
2017-08-21,WN,285,10397,30397,12892,32575
2017-08-21,WN,1663,10397,30397,12892,32575
2017-08-21,AA,1249,10397,30397,12892,32575
2017-08-21,DL,110,10397,30397,12892,32575
2017-08-21,DL,370,10397,30397,12892,32575
2017-08-21,DL,1128,10397,30397,12892,32575
2017-08-21,DL,1133,10397,30397,12892,32575
2017-08-21,DL,1172,10397,30397,12892,32575
2017-08-21,DL,1206,10397,30397,12892,32575
2017-08-21,DL,1218,10397,30397,12892,32575
2017-08-21,DL,1219,10397,30397,12892,32575
2017-08-21,DL,1225,10397,30397,12892,32575
2017-08-21,DL,1682,10397,30397,12892,32575
2017-08-21,DL,1755,10397,30397,12892,32575
2017-08-21,DL,2892,10397,30397,12892,32575
2017-08-21,NK,404,10397,30397,12892,32575
2017-08-22,DL,110,10397,30397,12892,32575
2017-08-22,DL,370,10397,30397,12892,32575
2017-08-22,DL,1128,10397,30397,12892,32575
2017-08-22,DL,1133,10397,30397,12892,32575
2017-08-22,DL,1172,10397,30397,12892,32575
2017-08-22,DL,1206,10397,30397,12892,32575
2017-08-22,DL,1218,10397,30397,12892,32575
2017-08-22,DL,1219,10397,30397,12892,32575
2017-08-22,DL,1225,10397,30397,12892,32575
2017-08-22,DL,1682,10397,30397,12892,32575
2017-08-22,DL,1755,10397,30397,12892,32575
2017-08-22,DL,2892,10397,30397,12892,32575
2017-08-22,NK,404,10397,30397,12892,32575
2017-08-22,AA,2437,10397,30397,12892,32575
2017-08-22,AA,2515,10397,30397,12892,32575
2017-08-22,WN,204,10397,30397,12892,32575
2017-08-22,WN,285,10397,30397,12892,32575
2017-08-22,WN,1663,10397,30397,12892,32575
2017-08-22,AA,1249,10397,30397,12892,32575
2017-08-22,F9,1479,10397,30397,12892,32575
2017-08-23,DL,1682,10397,30397,12892,32575
2017-08-23,DL,1755,10397,30397,12892,32575
2017-08-23,DL,2892,10397,30397,12892,32575
2017-08-23,DL,110,10397,30397,12892,32575
2017-08-23,DL,370,10397,30397,12892,32575
2017-08-23,DL,1128,10397,30397,12892,32575
2017-08-23,DL,1133,10397,30397,12892,32575
2017-08-23,DL,1172,10397,30397,12892,32575
2017-08-23,DL,1206,10397,30397,12892,32575
2017-08-23,DL,1218,10397,30397,12892,32575
2017-08-23,DL,1219,10397,30397,12892,32575
2017-08-23,DL,1225,10397,30397,12892,32575
2017-08-23,NK,404,10397,30397,12892,32575
2017-08-23,AA,2437,10397,30397,12892,32575
2017-08-23,AA,2515,10397,30397,12892,32575
2017-08-23,WN,204,10397,30397,12892,32575
2017-08-23,WN,285,10397,30397,12892,32575
2017-08-23,WN,1663,10397,30397,12892,32575
2017-08-23,AA,1249,10397,30397,12892,32575
2017-08-24,DL,110,10397,30397,12892,32575
2017-08-24,DL,370,10397,30397,12892,32575
2017-08-24,DL,1128,10397,30397,12892,32575
2017-08-24,DL,1133,10397,30397,12892,32575
2017-08-24,DL,1172,10397,30397,12892,32575
2017-08-24,DL,1206,10397,30397,12892,32575
2017-08-24,DL,1218,10397,30397,12892,32575
2017-08-24,DL,1219,10397,30397,12892,32575
2017-08-24,DL,1225,10397,30397,12892,32575
2017-08-24,DL,1682,10397,30397,12892,32575
2017-08-24,DL,1755,10397,30397,12892,32575
2017-08-24,DL,2255,10397,30397,12892,32575
2017-08-24,DL,2892,10397,30397,12892,32575
2017-08-24,NK,404,10397,30397,12892,32575
2017-08-24,AA,2437,10397,30397,12892,32575
2017-08-24,AA,2515,10397,30397,12892,32575
2017-08-24,WN,204,10397,30397,12892,32575
2017-08-24,WN,285,10397,30397,12892,32575
2017-08-24,WN,1663,10397,30397,12892,32575
2017-08-24,AA,1249,10397,30397,12892,32575
2017-08-24,F9,1479,10397,30397,12892,32575
2017-08-25,AA,2437,10397,30397,12892,32575
2017-08-25,AA,2515,10397,30397,12892,32575
2017-08-25,WN,204,10397,30397,12892,32575
2017-08-25,WN,285,10397,30397,12892,32575
2017-08-25,WN,1663,10397,30397,12892,32575
2017-08-25,AA,1249,10397,30397,12892,32575
2017-08-25,DL,110,10397,30397,12892,32575
2017-08-25,DL,370,10397,30397,12892,32575
2017-08-25,DL,1128,10397,30397,12892,32575
2017-08-25,DL,1133,10397,30397,12892,32575
2017-08-25,DL,1172,10397,30397,12892,32575
2017-08-25,DL,1206,10397,30397,12892,32575
2017-08-25,DL,1218,10397,30397,12892,32575
2017-08-25,DL,1219,10397,30397,12892,32575
2017-08-25,DL,1225,10397,30397,12892,32575
2017-08-25,DL,1682,10397,30397,12892,32575
2017-08-25,DL,1755,10397,30397,12892,32575
2017-08-25,DL,2255,10397,30397,12892,32575
2017-08-25,DL,2892,10397,30397,12892,32575
2017-08-25,NK,404,10397,30397,12892,32575
2017-08-26,DL,110,10397,30397,12892,32575
2017-08-26,DL,370,10397,30397,12892,32575
2017-08-26,DL,1126,10397,30397,12892,32575
2017-08-26,DL,1128,10397,30397,12892,32575
2017-08-26,DL,1206,10397,30397,12892,32575
2017-08-26,DL,1218,10397,30397,12892,32575
2017-08-26,DL,1219,10397,30397,12892,32575
2017-08-26,DL,1755,10397,30397,12892,32575
2017-08-26,NK,404,10397,30397,12892,32575
2017-08-26,AA,2437,10397,30397,12892,32575
2017-08-26,AA,2515,10397,30397,12892,32575
2017-08-26,WN,4297,10397,30397,12892,32575
2017-08-26,WN,5950,10397,30397,12892,32575
2017-08-26,AA,1249,10397,30397,12892,32575
2017-08-27,F9,1479,10397,30397,12892,32575
2017-08-27,DL,110,10397,30397,12892,32575
2017-08-27,DL,370,10397,30397,12892,32575
2017-08-27,DL,1126,10397,30397,12892,32575
2017-08-27,DL,1128,10397,30397,12892,32575
2017-08-27,DL,1133,10397,30397,12892,32575
2017-08-27,DL,1218,10397,30397,12892,32575
2017-08-27,DL,1219,10397,30397,12892,32575
2017-08-27,DL,1682,10397,30397,12892,32575
2017-08-27,DL,1755,10397,30397,12892,32575
2017-08-27,NK,404,10397,30397,12892,32575
2017-08-27,AA,2437,10397,30397,12892,32575
2017-08-27,AA,2515,10397,30397,12892,32575
2017-08-27,WN,3127,10397,30397,12892,32575
2017-08-27,WN,4647,10397,30397,12892,32575
2017-08-27,WN,4861,10397,30397,12892,32575
2017-08-27,AA,1249,10397,30397,12892,32575
2017-08-28,DL,110,10397,30397,12892,32575
2017-08-28,DL,370,10397,30397,12892,32575
2017-08-28,DL,1126,10397,30397,12892,32575
2017-08-28,DL,1128,10397,30397,12892,32575
2017-08-28,DL,1133,10397,30397,12892,32575
2017-08-28,DL,1172,10397,30397,12892,32575
2017-08-28,DL,1218,10397,30397,12892,32575
2017-08-28,DL,1219,10397,30397,12892,32575
2017-08-28,DL,1682,10397,30397,12892,32575
2017-08-28,DL,1755,10397,30397,12892,32575
2017-08-28,NK,404,10397,30397,12892,32575
2017-08-28,AA,2437,10397,30397,12892,32575
2017-08-28,AA,2515,10397,30397,12892,32575
2017-08-28,WN,204,10397,30397,12892,32575
2017-08-28,WN,285,10397,30397,12892,32575
2017-08-28,WN,1663,10397,30397,12892,32575
2017-08-28,AA,1249,10397,30397,12892,32575
2017-08-29,F9,1479,10397,30397,12892,32575
2017-08-29,AA,2437,10397,30397,12892,32575
2017-08-29,AA,2515,10397,30397,12892,32575
2017-08-29,WN,204,10397,30397,12892,32575
2017-08-29,WN,285,10397,30397,12892,32575
2017-08-29,WN,1663,10397,30397,12892,32575
2017-08-29,AA,1249,10397,30397,12892,32575
2017-08-29,DL,1682,10397,30397,12892,32575
2017-08-29,DL,1755,10397,30397,12892,32575
2017-08-29,DL,110,10397,30397,12892,32575
2017-08-29,DL,370,10397,30397,12892,32575
2017-08-29,DL,1126,10397,30397,12892,32575
2017-08-29,DL,1128,10397,30397,12892,32575
2017-08-29,DL,1133,10397,30397,12892,32575
2017-08-29,DL,1172,10397,30397,12892,32575
2017-08-29,DL,1218,10397,30397,12892,32575
2017-08-29,DL,1219,10397,30397,12892,32575
2017-08-29,NK,404,10397,30397,12892,32575
2017-08-30,DL,110,10397,30397,12892,32575
2017-08-30,DL,370,10397,30397,12892,32575
2017-08-30,DL,1126,10397,30397,12892,32575
2017-08-30,DL,1128,10397,30397,12892,32575
2017-08-30,DL,1133,10397,30397,12892,32575
2017-08-30,DL,1172,10397,30397,12892,32575
