ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,FL_COUNT,ORIGIN_INDEX,DEST_INDEX
10731,10397,74,703,373
10732,11618,31,704,1552
10732,11697,43,704,1630
10732,12478,60,704,2381
10732,13204,46,704,3070
10739,13487,58,711,3347
10747,12266,81,719,2177
10754,10299,48,726,278
10754,11630,31,726,1564
10779,14869,58,751,4646
10781,10397,233,753,373
10781,11057,62,753,1019
10781,11298,183,753,1250
10781,12266,113,753,2177
10785,10397,45,757,373
10785,11618,76,757,1552
10785,12478,93,757,2381
10785,13930,81,757,3770
10792,10397,148,764,373
10792,10721,147,764,693
10792,10821,174,764,792
10792,11057,90,764,1019
10792,11433,53,764,1375
10792,11618,95,764,1552
10792,11697,62,764,1630
10792,12478,213,764,2381
10792,12889,62,764,2762
10792,12892,31,764,2765
10792,12953,26,764,2824
10792,13204,120,764,3070
10792,13232,105,764,3098
10792,13487,56,764,3347
10792,13930,185,764,3770
10792,14107,31,764,3941
10792,15304,31,764,5069
10800,11259,31,772,1214
10800,11292,132,772,1245
10800,12478,31,772,2381
10800,12889,296,772,2762
10800,13796,350,772,3644
10800,14057,114,772,3892
10800,14107,172,772,3941
10800,14747,93,772,4525
10800,14771,310,772,4549
10800,14831,338,772,4608
10800,14869,174,772,4646
10800,14893,224,772,4670
10821,10140,64,792,124
10821,10257,178,792,237
10821,10397,575,792,373
10821,10423,62,792,399
10821,10529,216,792,503
10821,10599,31,792,572
10821,10693,188,792,665
10821,10721,528,792,693
10821,10792,174,792,764
10821,10994,103,792,958
10821,11042,101,792,1004
10821,11057,307,792,1019
10821,11066,116,792,1028
10821,11193,103,792,1153
10821,11259,124,792,1214
10821,11292,234,792,1245
10821,11298,154,792,1250
10821,11433,297,792,1375
10821,11481,16,792,1421
10821,11618,2,792,1552
10821,11697,415,792,1630
10821,11986,31,792,1909
10821,12191,105,792,2106
10821,12266,77,792,2177
10821,12339,89,792,2248
10821,12391,147,792,2299
10821,12451,105,792,2356
10821,12889,177,792,2762
10821,12892,180,792,2765
10821,13198,93,792,3064
10821,13204,360,792,3070
10821,13232,213,792,3098
10821,13244,43,792,3110
10821,13296,245,792,3161
10821,13303,93,792,3167
10821,13342,87,792,3206
10821,13487,206,792,3347
10821,13495,123,792,3354
10821,13577,31,792,3432
10821,13796,74,792,3644
10821,13851,31,792,3696
10821,13930,213,792,3770
10821,13931,149,792,3771
10821,14027,60,792,3864
10821,14057,45,792,3892
10821,14107,155,792,3941
10821,14122,87,792,3956
10821,14307,266,792,4138
10821,14321,120,792,4152
10821,14492,192,792,4276
10821,14576,93,792,4359
10821,14635,93,792,4417
10821,14679,155,792,4459
10821,14683,74,792,4463
10821,14730,120,792,4509
10821,14747,106,792,4525
10821,14771,48,792,4549
10821,14831,31,792,4608
10821,14843,49,792,4620
10821,14869,94,792,4646
10821,14893,31,792,4670
10821,15016,124,792,4790
10821,15304,254,792,5069
10849,10397,10,819,373
10849,11292,134,819,1245
10849,11298,31,819,1250
10849,11618,10,819,1552
10849,12892,34,819,2765
10849,12953,4,819,2824
10849,13487,93,819,3347
10849,13930,86,819,3770
10849,14057,52,819,3892
10849,14747,4,819,4525
10849,14771,39,819,4549
10849,14869,119,819,4646
10868,10397,232,836,373
10868,12266,27,836,2177
10868,12953,27,836,2824
10868,13930,58,836,3770
10874,10397,104,842,373
10874,11433,58,842,1375
10874,11618,62,842,1552
10874,11697,8,842,1630
10874,12889,31,842,2762
10874,13204,31,842,3070
10874,13577,31,842,3432
10874,13930,128,842,3770
10918,14869,54,884,4646
10926,10299,31,892,278
10926,15991,31,892,5685
10980,10397,165,945,373
10980,11433,1,945,1375
10980,11618,58,945,1552
10980,13930,92,945,3770
10990,10397,53,954,373
10990,12953,11,954,2824
10990,13930,93,954,3770
10994,10397,322,958,373
10994,10693,35,958,665
10994,10721,62,958,693
10994,10821,103,958,792
10994,11042,2,958,1004
10994,11057,43,958,1019
10994,11259,8,958,1214
10994,11278,93,958,1231
10994,11292,18,958,1245
10994,11298,62,958,1250
10994,11618,128,958,1552
10994,11697,31,958,1630
10994,12191,31,958,2106
10994,12264,18,958,2175
10994,12266,57,958,2177
10994,12478,117,958,2381
10994,13232,62,958,3098
10994,13930,43,958,3770
10994,14747,17,958,4525
10994,15016,18,958,4790
11003,10397,77,967,373
11003,11292,76,967,1245
11003,11433,106,967,1375
11003,12889,8,967,2762
11003,13487,89,967,3347
11003,13930,213,967,3770
11013,11433,58,976,1375
11042,10397,335,1004,373
11042,10529,5,1004,503
11042,10693,89,1004,665
11042,10721,204,1004,693
11042,10821,100,1004,792
11042,10994,2,1004,958
11042,11057,91,1004,1019
11042,11278,139,1004,1231
11042,11292,164,1004,1245
11042,11298,147,1004,1250
11042,11433,86,1004,1375
11042,11618,148,1004,1552
11042,11697,62,1004,1630
11042,12264,2,1004,2175
11042,12266,122,1004,2177
11042,12889,97,1004,2762
11042,12892,109,1004,2765
11042,12953,277,1004,2824
11042,13204,118,1004,3070
11042,13232,178,1004,3098
11042,13342,50,1004,3206
11042,13487,118,1004,3347
11042,13495,31,1004,3354
11042,13577,31,1004,3432
11042,13930,263,1004,3770
11042,14057,14,1004,3892
11042,14100,19,1004,3934
11042,14107,47,1004,3941
11042,14492,40,1004,4276
11042,14635,45,1004,4417
11042,14679,17,1004,4459
11042,14747,17,1004,4525
11042,14771,78,1004,4549
11042,14843,2,1004,4620
11042,15016,58,1004,4790
11042,15304,31,1004,5069
11049,11298,40,1011,1250
11049,12266,58,1011,2177
11057,10257,90,1019,237
11057,10397,478,1019,373
11057,10423,121,1019,399
11057,10529,170,1019,503
11057,10693,161,1019,665
11057,10721,333,1019,693
11057,10781,62,1019,753
11057,10792,90,1019,764
11057,10821,307,1019,792
11057,10994,44,1019,958
11057,11042,92,1019,1004
11057,11193,17,1019,1153
11057,11259,31,1019,1214
11057,11278,254,1019,1231
11057,11292,270,1019,1245
11057,11298,337,1019,1250
11057,11433,248,1019,1375
11057,11618,298,1019,1552
11057,11697,212,1019,1630
11057,11995,10,1019,1918
11057,12191,41,1019,2106
11057,12264,9,1019,2175
11057,12266,213,1019,2177
11057,12323,78,1019,2232
11057,12339,69,1019,2248
11057,12451,149,1019,2356
11057,12478,228,1019,2381
11057,12889,149,1019,2762
11057,12892,186,1019,2765
11057,12953,405,1019,2824
11057,13198,120,1019,3064
11057,13204,292,1019,3070
11057,13230,38,1019,3096
11057,13232,62,1019,3098
11057,13244,114,1019,3110
11057,13303,247,1019,3167
11057,13487,236,1019,3347
11057,13495,179,1019,3354
11057,13577,41,1019,3432
11057,13930,373,1019,3770
11057,13931,76,1019,3771
11057,14027,124,1019,3864
11057,14057,60,1019,3892
11057,14100,299,1019,3934
11057,14107,270,1019,3941
11057,14122,183,1019,3956
11057,14307,130,1019,4138
11057,14321,62,1019,4152
11057,14492,245,1019,4276
11057,14524,164,1019,4307
11057,14576,59,1019,4359
11057,14635,124,1019,4417
11057,14679,91,1019,4459
11057,14683,96,1019,4463
11057,14685,25,1019,4465
11057,14747,111,1019,4525
11057,14771,174,1019,4549
11057,14831,26,1019,4608
11057,14843,63,1019,4620
11057,14869,62,1019,4646
11057,14893,61,1019,4670
11057,15016,117,1019,4790
11057,15024,30,1019,4798
11057,15027,3,1019,4800
11057,15096,56,1019,4867
11057,15304,271,1019,5069
11057,15356,14,1019,5118
11057,15412,31,1019,5171
11066,10397,341,1028,373
11066,10693,60,1028,665
11066,10721,58,1028,693
11066,10821,116,1028,792
11066,11259,31,1028,1214
11066,11278,58,1028,1231
11066,11292,141,1028,1245
11066,11298,150,1028,1250
11066,11433,67,1028,1375
11066,11618,123,1028,1552
11066,11697,16,1028,1630
11066,12266,39,1028,2177
11066,12889,93,1028,2762
11066,12892,58,1028,2765
11066,12953,7,1028,2824
11066,13204,115,1028,3070
11066,13232,199,1028,3098
11066,13487,88,1028,3347
11066,13495,4,1028,3354
11066,13796,31,1028,3644
11066,13930,105,1028,3770
11066,14100,6,1028,3934
11066,14107,90,1028,3941
11066,14635,35,1028,4417
11066,15016,58,1028,4790
11066,15304,51,1028,5069
11076,13930,62,1038,3770
11097,11292,2,1059,1245
11097,13930,2,1059,3770
11097,14869,109,1059,4646
11109,10397,31,1071,373
11109,11292,246,1071,1245
11109,11298,124,1071,1250
11109,12264,31,1071,2175
11109,12266,40,1071,2177
11109,12889,26,1071,2762
11109,12892,80,1071,2765
11109,13204,31,1071,3070
11109,13930,186,1071,3770
11109,14107,31,1071,3941
11109,14679,31,1071,4459
11109,14771,14,1071,4549
11109,14869,58,1071,4646
11111,11292,30,1073,1245
11111,13930,65,1073,3770
11122,14869,66,1084,4646
11140,12191,116,1101,2106
11140,12266,91,1101,2177
11146,10397,45,1107,373
11146,12266,27,1107,2177
11146,13577,9,1107,3432
11146,13930,62,1107,3770
11150,10397,97,1111,373
11193,10397,247,1153,373
11193,10529,10,1153,503
11193,10693,27,1153,665
11193,10721,55,1153,693
11193,10821,103,1153,792
11193,11057,17,1153,1019
11193,11278,16,1153,1231
11193,11292,101,1153,1245
11193,11298,116,1153,1250
11193,11433,65,1153,1375
11193,11618,38,1153,1552
11193,11697,47,1153,1630
11193,12266,68,1153,2177
11193,12478,1,1153,2381
11193,12889,62,1153,2762
11193,12892,79,1153,2765
11193,12953,73,1153,2824
11193,13198,41,1153,3064
11193,13204,83,1153,3070
11193,13232,148,1153,3098
11193,13244,9,1153,3110
11193,13342,27,1153,3206
11193,13487,67,1153,3347
11193,13930,164,1153,3770
11193,14100,7,1153,3934
11193,14107,31,1153,3941
11193,14492,11,1153,4276
11193,14635,17,1153,4417
11193,14679,14,1153,4459
11193,14747,32,1153,4525
11193,14771,93,1153,4549
11193,14869,61,1153,4646
11193,15016,10,1153,4790
11193,15304,27,1153,5069
11193,15919,26,1153,5630
11203,13930,114,1163,3770
11252,10397,147,1207,373
11252,12478,31,1207,2381
11259,10140,143,1214,124
11259,10279,120,1214,259
11259,10397,298,1214,373
11259,10423,298,1214,399
11259,10599,58,1214,572
11259,10693,120,1214,665
11259,10721,31,1214,693
11259,10800,31,1214,772
11259,10821,124,1214,792
11259,10994,8,1214,958
11259,11057,31,1214,1019
11259,11066,31,1214,1028
11259,11278,178,1214,1231
11259,11292,209,1214,1245
11259,11433,31,1214,1375
11259,11481,39,1214,1421
11259,11540,120,1214,1477
11259,11697,62,1214,1630
11259,12191,588,1214,2106
11259,12339,37,1214,2248
11259,12451,4,1214,2356
11259,12889,182,1214,2762
11259,12892,211,1214,2765
11259,12896,147,1214,2769
11259,12953,200,1214,2824
11259,12992,89,1214,2863
11259,13158,143,1214,3025
11259,13198,205,1214,3064
11259,13204,100,1214,3070
11259,13232,213,1214,3098
11259,13244,62,1214,3110
11259,13342,31,1214,3206
11259,13495,207,1214,3354
11259,13796,58,1214,3644
11259,13851,112,1214,3696
11259,13871,31,1214,3716
11259,13891,31,1214,3735
11259,14057,35,1214,3892
11259,14100,31,1214,3934
11259,14107,178,1214,3941
11259,14122,31,1214,3956
11259,14193,8,1214,4025
11259,14492,31,1214,4276
11259,14570,6,1214,4353
11259,14679,93,1214,4459
11259,14683,296,1214,4463
11259,14747,40,1214,4525
11259,14771,143,1214,4549
11259,14831,31,1214,4608
11259,14869,31,1214,4646
11259,14893,31,1214,4670
11259,14908,27,1214,4685
11259,15016,178,1214,4790
11259,15304,64,1214,5069
11259,15370,120,1214,5131
11267,10397,117,1222,373
11267,11292,27,1222,1245
11267,11298,59,1222,1250
11267,11433,66,1222,1375
11267,11618,23,1222,1552
11267,13487,44,1222,3347
11267,13930,136,1222,3770
11278,10154,15,1231,138
11278,10397,465,1231,373
11278,10423,31,1231,399
11278,10529,62,1231,503
11278,10693,93,1231,665
11278,10721,759,1231,693
11278,10994,93,1231,958
11278,11042,139,1231,1004
11278,11057,257,1231,1019
11278,11066,58,1231,1028
11278,11193,16,1231,1153
11278,11259,178,1231,1214
11278,11292,124,1231,1245
11278,11298,267,1231,1250
11278,11433,202,1231,1375
11278,11618,199,1231,1552
11278,11697,225,1231,1630
11278,12191,89,1231,2106
11278,12266,176,1231,2177
11278,12339,58,1231,2248
11278,12451,65,1231,2356
11278,12478,33,1231,2381
11278,12889,31,1231,2762
11278,12892,124,1231,2765
11278,12953,129,1231,2824
11278,13198,58,1231,3064
11278,13204,316,1231,3070
11278,13232,186,1231,3098
11278,13303,279,1231,3167
11278,13342,58,1231,3206
11278,13487,177,1231,3347
11278,13495,90,1231,3354
11278,13871,31,1231,3716
11278,13930,632,1231,3770
11278,14027,68,1231,3864
11278,14057,31,1231,3892
11278,14100,28,1231,3934
11278,14107,91,1231,3941
11278,14307,62,1231,4138
11278,14321,6,1231,4152
11278,14635,57,1231,4417
11278,14747,62,1231,4525
11278,14771,62,1231,4549
11278,14843,31,1231,4620
11278,14869,31,1231,4646
11278,15016,93,1231,4790
11278,15304,189,1231,5069
11292,10140,152,1245,124
11292,10257,31,1245,237
11292,10279,2,1245,259
11292,10299,45,1245,278
11292,10372,233,1245,348
11292,10397,510,1245,373
11292,10423,269,1245,399
11292,10529,77,1245,503
11292,10561,58,1245,534
11292,10599,34,1245,572
11292,10620,124,1245,593
11292,10627,92,1245,600
11292,10693,211,1245,665
11292,10713,190,1245,685
11292,10721,281,1245,693
11292,10800,134,1245,772
11292,10821,236,1245,792
11292,10849,134,1245,819
11292,10994,18,1245,958
11292,11003,76,1245,967
11292,11042,137,1245,1004
11292,11057,270,1245,1019
11292,11066,141,1245,1028
11292,11097,2,1245,1059
11292,11109,217,1245,1071
11292,11111,31,1245,1073
11292,11193,129,1245,1153
11292,11259,209,1245,1214
11292,11267,4,1245,1222
11292,11278,124,1245,1231
11292,11298,513,1245,1250
11292,11413,71,1245,1356
11292,11423,147,1245,1366
11292,11433,302,1245,1375
11292,11540,46,1245,1477
11292,11603,62,1245,1538
11292,11618,357,1245,1552
11292,11637,44,1245,1571
11292,11638,124,1245,1572
11292,11648,124,1245,1582
11292,11697,115,1245,1630
11292,11775,124,1245,1702
11292,11865,89,1245,1789
11292,11884,124,1245,1808
11292,11921,84,1245,1845
11292,11986,91,1245,1909
11292,11995,14,1245,1918
11292,12003,33,1245,1925
11292,12094,60,1245,2013
11292,12156,31,1245,2075
11292,12173,31,1245,2090
11292,12191,182,1245,2106
11292,12255,54,1245,2167
11292,12264,357,1245,2175
11292,12266,412,1245,2177
11292,12278,121,1245,2189
11292,12280,95,1245,2191
11292,12339,185,1245,2248
11292,12389,29,1245,2297
11292,12441,90,1245,2346
11292,12451,31,1245,2356
11292,12478,143,1245,2381
11292,12519,53,1245,2419
11292,12758,16,1245,2639
11292,12888,54,1245,2761
11292,12889,603,1245,2762
11292,12892,837,1245,2765
11292,12896,4,1245,2769
11292,12953,367,1245,2824
11292,12954,8,1245,2825
11292,12982,4,1245,2853
11292,12992,64,1245,2863
11292,13029,88,1245,2898
11292,13158,62,1245,3025
11292,13198,317,1245,3064
11292,13204,290,1245,3070
11292,13232,290,1245,3098
11292,13244,68,1245,3110
11292,13264,58,1245,3130
11292,13303,113,1245,3167
11292,13342,230,1245,3206
11292,13367,31,1245,3230
11292,13433,62,1245,3295
